"","Occur_date","Occur_weekday","incident","cases","time","location","release","zip","lat","lon"
"331","2020-10-05","Monday","Disturbance","2020-372100","23:45","2100 block Taft St.","PIO Joel Despain",53713,43.0430478,-89.393064
"332","2020-10-05","Monday","Robbery","2020-372040","22:37","2502 East Springs Dr (TGI Fridays)","Lt. Kipp Hartman",53704,43.13135,-89.298486
"333","2020-10-05","Monday","Robbery","2020-370907","02:40","2200 block Calypso Rd.","PIO Joel Despain",53704,43.1222865,-89.3665888
"334","2020-10-04","Sunday","Intoxicated/Impaired Driver","2020-369818","02:47","John Nolen Dr. (at North Shore Dr.)","PIO Joel Despain",NA,43.0573668,-89.3830971
"335","2020-10-04","Sunday","Weapons Violation","2020-369735","00:50","5000 Block of Camden Rd","Sgt. Ryan Gibson",53716,43.068072,-89.3116862
"336","2020-10-04","Sunday","Weapons Violation","2020-369735","00:50","5000 Block of Camden Rd","Sgt. Ryan Gibson",53716,43.068072,-89.3116862
"337","2020-10-03","Saturday","Weapons Violation","2020-369335","18:40","Prairie Rd/Loreen Dr area","Sgt. Ryan Gibson",53719,43.0181212,-89.4935934
"338","2020-10-02","Friday","Theft","2020-367218","02:20","5800 block Raymond Rd.","PIO Joel Despain",53711,43.0320102,-89.4798714
"339","2020-09-30","Wednesday","Drug Investigation","2020-276692","12:17","1100 block Stonewood Crossing (Sun Prairie)","PIO Joel Despain",53590,43.1967631,-89.2246197
"340","2020-09-30","Wednesday","Battery","2020-365605","19:53","600 block State Street","PIO Joel Despain",53703,43.0749014,-89.3953941
"341","2020-09-30","Wednesday","Weapons Violation","2020-00365525","18:24","Beld St / Gilson St","Sgt. Blake Hoefs",53715,43.0498085,-89.3927515
"342","2020-09-29","Tuesday","Theft","2020-905151","04:00","E. Mifflin St.","PIO Joel Despain",NA,43.088204,-89.3672885
"343","2020-09-29","Tuesday","Theft","2020-364350","19:50","4100 block Barby Lane","PIO Joel Despain",53704,43.1375556,-89.3809453
"344","2020-09-29","Tuesday","Residential Burglary","2020-363366","05:00","500 block Gately Terrace","PIO Joel Despain",53711,43.0556776,-89.4479343
"345","2020-09-29","Tuesday","Drug Investigation","2020-257252","05:47","100 block W. Klubertanz Dr. (Sun Prairie)","PIO Joel Despain",53590,43.1951773,-89.2137539
"346","2020-09-28","Monday","Robbery","2020-363082","20:59","6202 Schroeder Rd (BP Gas Station - Stop n Go)","Lt. Kipp Hartman",53711,43.0467269,-89.4870647
"347","2020-09-28","Monday","Theft","2020-362144","05:20","7502 Mineral Point Rd. (Kwik Trip)","PIO Joel Despain",53717,43.060799,-89.5133364
"348","2020-09-28","Monday","Weapons Violation","2020-362026","01:20","6000 block of Driscoll Dr","Lt. Kipp Hartman",53718,43.0985104,-89.27959
"349","2020-09-27","Sunday","Weapons Violation","2020-361409","14:13","700 block State Street","PIO Joel Despain",53703,43.0755642,-89.3973758
"350","2020-09-27","Sunday","Weapons Violation","2020-360902","01:32","4501 Verona Rd(BP Gas Station)","Sgt. Ryan Gibson",53711,43.0355711,-89.4532448
"351","2020-09-26","Saturday","Weapons Violation","2020-00360251","16:38","N. Thompson Drive / Kurt Drive","Sgt. Blake Hoefs",53714,43.1020739,-89.2920568
"352","2020-09-25","Friday","Information","2020-358808","11:30","1250 McKenna Blvd","PIO Julie Laundrie",53719,43.0384599,-89.5021874
"353","2020-09-24","Thursday","Residential Burglary","2020-357843","22:55","4300 block of Crawford Dr, Madison WI","Sgt. Ryan Gibson",53711,43.0321955,-89.4486022
"354","2020-09-23","Wednesday","Weapons Violation","2020-356521","23:11","Geronimo Circle and Artesian Ln area","Sgt. Ryan Gibson",53713,43.0297519,-89.3775137
"355","2020-09-23","Wednesday","Weapons Violation","2020-356150","17:15","4300 block of Camden Rd","Sgt. Ryan Gibson",53716,43.0779089,-89.3120895
"356","2020-09-22","Tuesday","Weapons Violation","2020-355102","21:54","1900 block of Wheeler Rd","Sgt. Nicholas Eull",53704,43.1480874,-89.3576866
"357","2020-09-22","Tuesday","Arrested Person","2020-354227","10:09","300 East Towne","P.O. Howard Payne",53704,43.1279489,-89.3043635
"358","2020-09-21","Monday","Arrested Person","2020-352768","12:45","Union Street","P.O. Howard Payne",NA,43.1007585,-89.3433267
"359","2020-09-21","Monday","Robbery","2020-352585","08:18","1102 Regent St (McDonald's)","Sgt. Nicholas Ellis",53715,43.067984,-89.4044837
"360","2020-09-21","Monday","Robbery","2020-352381","01:46","6700 block of Odana Rd","Lt. Kipp Hartman",53719,43.0565625,-89.4963956
"361","2020-09-20","Sunday","Weapons Violation","2020-351337","06:30","4800 block of E. Washington Ave","P.O. Howard Payne",53704,43.1333099,-89.3024375
"362","2020-09-18","Friday","Arrested Person","2020-348836","12:55","614 E. Gorham St (James Madison Park shelter)","Lt. John Radovan",53703,43.0813926,-89.3828841
"363","2020-09-18","Friday","Weapons Violation","2020-348513","01:00","6700 block of Schroeder Road","P.O. Gracia Rodriguez",53711,43.0462657,-89.4965417
"364","2020-09-18","Friday","Weapons Violation","2020-348513","01:00","6700 block of Schroeder Road","P.O. Gracia Rodriguez",53711,43.0462657,-89.4965417
"365","2020-09-18","Friday","Weapons Violation","2020-348511","01:00","1100 block of Saybrook Road","P.O. Gracia Rodriguez",53711,43.0433017,-89.4791053
"366","2020-09-18","Friday","Weapons Violation","2020-384242","01:13","5700 block of Piping Rock Rd","Sgt. Ryan Gibson",53711,43.0417408,-89.4775548
"367","2020-09-17","Thursday","Disturbance","2020-347844","19:17","4600 block of East Washington Avenue","P.O. Howard Payne",53704,43.1295617,-89.3075655
"368","2020-09-17","Thursday","Traffic Incident","2020-0347820","19:01","Mineral Point Rd at Grand Canyon Drive","Lt. Harrison Zanders",53719,43.0606825,-89.4970931
"369","2020-09-17","Thursday","Weapons Violation","2020-348055","22:00","1300 Block Loreen Dr","Sgt. Ryan Gibson",53711,43.0391229,-89.487352
"370","2020-09-16","Wednesday","Arrested Person","2020-346373","17:22","500 State Street","P.O. Howard Payne",53703,43.074861,-89.3934697
"371","2020-09-16","Wednesday","Arrested Person","2020-346373","17:22","500 State Street","P.O. Howard Payne",53703,43.074861,-89.3934697
"372","2020-09-16","Wednesday","Miscellaneous Sex Offense","2020-165312","08:54","400 block of N. Walbridge Ave","P.O. Tyler Grigg",53714,43.1033258,-89.3107257
"373","2020-09-15","Tuesday","Traffic Incident","2020-344930","20:15","100 block of S. Whitney Way","Lt. Kipp Hartman",53705,43.0668862,-89.4686189
"374","2020-09-15","Tuesday","Weapons Violation","2020-344102","10:30","1600 block of Moorland Rd.","P.O. Tyler Grigg",53713,43.0329128,-89.3571491
"375","2020-09-15","Tuesday","Disturbance","2020-343753","03:15","3600 block Kipling Dr.","P.O. Tyler Grigg",53704,43.1328864,-89.3566392
"376","2020-09-15","Tuesday","Disturbance","2020-343753","03:15","3600 block Kipling Dr.","P.O. Tyler Grigg",53704,43.1328864,-89.3566392
"377","2020-09-14","Monday","Attempted Homicide","2020-343559","22:05","4700 Block Hayes Rd","Sgt. James Imoehl",53704,43.1420997,-89.3012856
"378","2020-09-14","Monday","Missing Adult","2020-343419","19:48","Bahr Circle","P.O. Tyler Grigg",53719,43.0186174,-89.5088715
"379","2020-09-14","Monday","Disturbance","2020-343649","23:55","500 block of Northport Dr.","P.O. Tyler Grigg",53704,43.1406073,-89.3899165
"380","2020-09-13","Sunday","Death Investigation","2020-341164","07:22","1800 blk. of Portage Road","Lt. David Jugovich",53704,43.1237732,-89.3145331
"381","2020-09-13","Sunday","Residential Burglary","2020-342067","22:03","2500 block of Prairie Rd","Sgt. Ryan Gibson",53711,43.0261188,-89.48888
"382","2020-09-13","Sunday","Weapons Violation","2020-340916","00:43","Swanton Rd and Walbridge Dr area","Sgt. Ryan Gibson",53714,43.0961798,-89.3103122
"383","2020-09-13","Sunday","Weapons Violation","2020-340886","00:16","Rimrock Rd and Moorland Rd area","Sgt. Ryan Gibson",53713,43.0356966,-89.3799321
"384","2020-09-12","Saturday","Weapons Violation","2020-340822","23:10","E. Washington Ave and Lien Rd","Sgt. Ryan Gibson",53714,43.1212579,-89.3177882
"385","2020-09-12","Saturday","Weapons Violation","2020-340711","21:31","1500 block of Trailsway","Sgt. Ryan Gibson",53704,43.126147,-89.3671693
"386","2020-09-11","Friday","Non-Residential Burglary","2020-338436","02:49","4301 Lien Rd (Target)","Lt. Kipp Hartman",53704,43.1188624,-89.3065327
"387","2020-09-10","Thursday","Missing Juvenile","2020-335398","00:00","100 block of McKenna","PIO Julie Laundrie",NA,43.0730517,-89.4012302
"388","2020-09-10","Thursday","Robbery","2020-338024","18:10","401 S. Yellowstone Drive (Summit Credit Union)","PIO Lorie Anderson",53719,43.060109,-89.491287
"389","2020-09-09","Wednesday","Weapons Violation","2020-336551","15:47","500 Block of W Mifflin","PIO Julie Laundrie",53703,43.0709329,-89.3918188
"390","2020-09-09","Wednesday","Residential Burglary","2020-335875","02:05","4000 block of Crawford Dr","Lt. Kipp Hartman",53711,43.0321955,-89.4486022
"391","2020-09-08","Tuesday","Robbery","2020-334836","05:35","700 block E. Washington Avenue (BP Gas)","PIO Lorie Anderson",53703,43.0798491,-89.3770045
"392","2020-09-08","Tuesday","Robbery","2020-334825","05:14","2200 block S. Park Street (7 Eleven)","PIO Lorie Anderson",53713,43.042313,-89.394429
"393","2020-09-07","Monday","Robbery","2020-334589","22:19","3603 Cross Hill Dr (Casey's General Store)","Lt. Kipp Hartman",53718,43.1427452,-89.283781
"394","2020-09-07","Monday","Battery","2020-334350","18:45","700 Block of S. Park Street","P.O. Howard Payne",53715,43.059354,-89.4009778
"395","2020-09-07","Monday","Battery","2020-334350","18:45","700 Block of S. Park Street","P.O. Howard Payne",53715,43.059354,-89.4009778
"396","2020-09-07","Monday","Intoxicated/Impaired Driver","2020-334391","19:12","N. Baldwin St @ E. Johnson St","P.O. Howard Payne",53703,43.0894813,-89.3690607
"397","2020-09-07","Monday","Injured Person","2020-333715","08:30","2000 block of Greenway Cross","Capt. Michael Hanson",53713,43.0309294,-89.4146382
"398","2020-09-07","Monday","Residential Burglary","2020-00333600","03:45","1100 block Tumalo Trl","Sgt. Benjamin Schwarz",53711,43.0438205,-89.441691
"399","2020-09-04","Friday","Traffic Incident","2020-329771","14:06","1200 block S. Stoughton Rd.","PIO Joel Despain",53716,43.0806596,-89.3107037
"400","2020-09-04","Friday","Arrested Person","2020-329246","03:58","500 Block State St.","Sgt. Kurt Wege",53703,43.074861,-89.3934697
"401","2020-09-03","Thursday","Theft","2020-328750","21:23","2200 block of N Sherman Ave","P.O. Tyler Grigg",53704,43.1229508,-89.3639645
"402","2020-09-03","Thursday","Non-Residential Burglary","2020-327748","02:34","1130 Williamson St. (Amoco)","PIO Joel Despain",53703,43.0828449,-89.3654246
"403","2020-09-03","Thursday","Domestic/Family Trouble","2020-329066","23:48","400 block N. Third St.","PIO Joel Despain",53704,43.097356,-89.3599796
"404","2020-09-03","Thursday","Disturbance","2020-328050","10:24","3801 E. Washington Ave. (Hy-Vee)","PIO Joel Despain",53714,43.1177159,-89.3183571
"405","2020-09-03","Thursday","Residential Burglary","2020-327851","06:30","2400 block Allied Dr.","PIO Joel Despain",53711,43.0268059,-89.4597417
"406","2020-09-03","Thursday","Robbery","2020-327877","07:30","4765 Hayes Rd. (Super 8)","PIO Joel Despain",53704,43.1394938,-89.298894
"407","2020-09-03","Thursday","Damaged Property","2020-328124","04:40","700 block State Street","PIO Joel Despain",53703,43.0755642,-89.3973758
"408","2020-09-01","Tuesday","Theft","2020-325130","06:28","Clark Court","PIO Joel Despain",53715,43.0649617,-89.3941816
"409","2020-09-01","Tuesday","Theft","2020-325130","06:28","Clark Court","PIO Joel Despain",53715,43.0649617,-89.3941816
"410","2020-08-31","Monday","Weapons Violation","2020-324350","15:03","500 block State Street","PIO Joel Despain",53703,43.074861,-89.3934697
"411","2020-08-31","Monday","Robbery","2020-324843","22:01","3101 N. Sherman Ave.","Sgt. Galen Wiering",53704,43.1300607,-89.3631846
"412","2020-08-31","Monday","Traffic Incident","2020-323623","01:00","1217 Williamson St. (Madison Fire Station 3)","PIO Joel Despain",53703,43.0836108,-89.3634068
"413","2020-08-30","Sunday","Weapons Violation","2020-323537","23:22","400 block W. Gilman St.","PIO Joel Despain",53703,43.0746101,-89.3938659
"414","2020-08-30","Sunday","Weapons Violation","2020-323558","23:46","Cedar St. and Hickory St.","Sgt. Kurt Wege",53715,43.0519012,-89.3922417
"415","2020-08-30","Sunday","Intoxicated/Impaired Driver","2020-323020","16:10","1200 E. Washington Ave.","Sgt. Kurt Wege",53703,43.0867958,-89.3686163
"416","2020-08-30","Sunday","Weapons Violation","2020-322402","03:00","5800 block of Balsam Rd","Lt. Kipp Hartman",53711,43.0310923,-89.4800883
"417","2020-08-29","Saturday","Battery","2020-321127","04:56","300 block E. Mifflin St.","PIO Joel Despain",53703,43.0776345,-89.3823373
"418","2020-08-29","Saturday","Robbery","2020-321436","13:06","1129 S. Park St. (Amstar gas station)","PIO Joel Despain",53715,43.0544732,-89.3962699
"419","2020-08-28","Friday","Disturbance","2020-320645","19:51","810 E. Washington Ave. (Festival Foods)","PIO Joel Despain",53703,43.0814465,-89.3754101
"420","2020-08-28","Friday","Fraud","2020-320355","16:16","400 block Pine Lawn Parkway","Lt. Kipp Hartman",53593,43.0556611,-89.5497789
"421","2020-08-27","Thursday","Traffic Incident","2020-318445","11:18","4340 Tokay Blvd. (Sequoya Library parking lot)","PIO Joel Despain",53711,43.053875,-89.4502948
"422","2020-08-27","Thursday","Traffic Incident","2020-318286","09:05","Deer Valley Rd. (Town of Madison)","PIO Joel Despain",53713,43.0342627,-89.3872303
"423","2020-08-27","Thursday","Traffic Incident","2020-318286","09:05","Deer Valley Rd. (Town of Madison)","PIO Joel Despain",53713,43.0342627,-89.3872303
"424","2020-08-27","Thursday","Residential Burglary","2020-318207","07:49","9000 block Shadow Ridge Trail","PIO Joel Despain",53562,43.0758916,-89.5527211
"425","2020-08-26","Wednesday","Information","2020-336468","01:20","University Ave and Park St","PIO Julie Laundrie",53706,43.0732694,-89.4007208
"426","2020-08-26","Wednesday","Robbery","2020-317405","19:41","East Towne Mall (parking lot)","PIO Joel Despain",53704,43.124897,-89.3052868
"427","2020-08-26","Wednesday","Weapons Violation","2020-317481","04:00","7000 block Colony Dr.","PIO Joel Despain",53717,43.0684365,-89.5025624
"428","2020-08-26","Wednesday","Information","2020-00191347","23:00","State St / Capital Square / Langdon St (Central District)","Sgt. Richard Wipperfurth",53703,43.075411,-89.3875542
"429","2020-08-25","Tuesday","Weapons Violation","2020-316561","22:44","N. Thompson Dr. (at Sycamore Ave.)","PIO Joel Despain",NA,43.1103381,-89.296242
"430","2020-08-25","Tuesday","Information","2020-00191347","23:00","State St / Capital Square / Central District","Sgt. Richard Wipperfurth",53703,43.0749331,-89.3927455
"431","2020-08-25","Tuesday","Weapons Violation","2020-315274","02:09","4800 block Hayes Rd.","PIO Joel Despain",53704,43.1379834,-89.300269
"432","2020-08-24","Monday","Weapons Violation","2020-315046","22:11","2500 block Calypso Rd.","PIO Joel Despain",53704,43.125212,-89.3662525
"433","2020-08-24","Monday","Intoxicated/Impaired Driver","2020-315066","22:32","149 Waubesa St. (Goodman Center)","PIO Joel Despain",53704,43.0967271,-89.3436674
"434","2020-08-24","Monday","Special Event","2020-191347","21:00","100 State St. (Capitol Square)","Sgt. Galen Wiering",53703,43.074913,-89.386999
"435","2020-08-24","Monday","Weapons Violation","2020-314662","17:34","5900 Schroeder Road","Sgt. Matthew Baker",53711,43.0467809,-89.4796123
"436","2020-08-24","Monday","Death Investigation","2020-314267","12:35","2900 N Sherman Ave (Warner Park)","Sgt. Javier Loredo",53704,43.1285856,-89.3635172
"437","2020-08-24","Monday","Weapons Violation","2020-313741","01:00","4500 Stein Ave. (residence)","Sgt. Galen Wiering",53714,43.1024184,-89.305618
"438","2020-08-23","Sunday","Traffic Incident","2020-313372","19:21","E. Gorham St. (near N. Butler St.)","PIO Joel Despain",NA,43.0838631,-89.3788404
"439","2020-08-23","Sunday","Weapons Violation","2020-312584","03:39","500 Block W Olin Ave","Sgt. James Imoehl",53715,43.0539989,-89.3898108
"440","2020-08-21","Friday","Robbery","2020-0310246","15:49","5750 Raymond Road (Old National Bank)","Lt. Harrison Zanders",53711,43.0323706,-89.4794419
"441","2020-08-21","Friday","Attempted Homicide","2020-310061","13:19","Commercial Ave. (at Oak Street)","PIO Joel Despain",NA,43.1068915,-89.3256967
"442","2020-08-21","Friday","Traffic Incident","2020-309819","10:30","Travis Terrace","PIO Joel Despain",53711,43.0519175,-89.4512143
"443","2020-08-21","Friday","Traffic Incident","2020-309819","10:30","Travis Terrace","PIO Joel Despain",53711,43.0519175,-89.4512143
"444","2020-08-20","Thursday","Robbery","2020-309316","22:39","1400 block of Theresa Ter","Sgt. Nicholas Eull",53711,43.038084,-89.4898493
"445","2020-08-19","Wednesday","Robbery","2020-307284","15:48","302 N. Midvale (Old National Bank)","Lt. Harrison Zanders",53705,43.0698949,-89.451625
"446","2020-08-19","Wednesday","Robbery","2020-307284","15:40","Midvale Blvd","PIO Julie Laundrie",NA,43.0527203,-89.4512186
"447","2020-08-19","Wednesday","Residential Burglary","2020-306892","11:07","Meyer Ave.","PIO Joel Despain",53711,43.0574469,-89.44189
"448","2020-08-19","Wednesday","Robbery","2020-307490","21:00","1798 Thierer Rd. (Denny's)","PIO Joel Despain",53704,43.1231134,-89.3142812
"449","2020-08-19","Wednesday","Residential Burglary","2020-307867","23:42","100 block of Langdon St","Lt. Kipp Hartman",53703,43.0779521,-89.3910501
"450","2020-08-19","Wednesday","Traffic Incident","2020-307842","23:15","W Washington Ave / S Bassett St","Lt. Kipp Hartman",53703,43.0700888,-89.3906684
"451","2020-08-19","Wednesday","Residential Burglary","2020-306816","02:00","Keswick Court","PIO Joel Despain",53719,43.0099939,-89.4983845
"452","2020-08-19","Wednesday","Non-Residential Burglary","2020-306598","00:30","2004 Winnebago St. (Schenk’s Corners Coin-Operated Laundromat)","PIO Joel Despain",53704,43.0929069,-89.3550197
"453","2020-08-19","Wednesday","Non-Residential Burglary","2020-306602","06:02","30 Dempsey Court (East Madison Head Start)","PIO Joel Despain",53714,43.0965423,-89.3168325
"454","2020-08-19","Wednesday","Residential Burglary","2020-306694","08:25","500 block W. Mifflin St.","PIO Joel Despain",53703,43.0709329,-89.3918188
"455","2020-08-19","Wednesday","Theft","2020-306445","01:03","400 block N. Frances St.","PIO Joel Despain",53715,43.0732337,-89.3958465
"456","2020-08-18","Tuesday","Residential Burglary","2020-306258","21:22","500 block W. Mifflin St.","PIO Joel Despain",53703,43.0709329,-89.3918188
"457","2020-08-18","Tuesday","Residential Burglary","2020-306258","21:22","500 block W. Mifflin St.","PIO Joel Despain",53703,43.0709329,-89.3918188
"458","2020-08-18","Tuesday","Intoxicated/Impaired Driver","2020-305917","17:23","Dunning Street","PIO Joel Despain",53704,43.0930903,-89.349451
"459","2020-08-17","Monday","Drug Investigation","2020-152283","14:05","1800 block Fordem Ave.","PIO Joel Despain",53704,43.0959245,-89.3635149
"460","2020-08-17","Monday","Traffic Incident","2020-304542","19:22","S. Gammon Rd. (at Tree Lane)","PIO Joel Despain",NA,43.0489742,-89.503249
"461","2020-08-17","Monday","Weapons Violation","2020-303896","11:59","S. Fair Oaks Ave. (at Atwood Ave.)","PIO Joel Despain",NA,43.0963095,-89.3373597
"462","2020-08-17","Monday","Weapons Violation","2020-303378","00:18","1800 Block of Roth Street","Sgt. Ryan Gibson",53704,43.1113675,-89.3614704
"463","2020-08-17","Monday","Non-Residential Burglary","2020-303440","01:52","2025 Zeier Rd (Burlington Coat Factory)","Sgt. Ryan Gibson",53704,43.1270715,-89.3014172
"464","2020-08-16","Sunday","Intoxicated/Impaired Driver","2020-303197","21:00","University Ave. (at Craig Ave.)","PIO Joel Despain",NA,43.0800682,-89.4725036
"465","2020-08-16","Sunday","Theft","2020-303892","14:00","8080 Watts Rd. (Princeton Club)","PIO Joel Despain",53719,43.0550592,-89.5192377
"466","2020-08-16","Sunday","Residential Burglary","2020-302330","08:20","Sauk Creek Drive","PIO Joel Despain",53717,43.0711353,-89.5173912
"467","2020-08-16","Sunday","Drug Investigation","2020-302950","22:30","5300 block High Crossing Blvd.","PIO Joel Despain",53718,43.1387374,-89.2894277
"468","2020-08-16","Sunday","Weapons Violation","2020-303304","22:56","1500 block of Carioca Ln","Sgt. Ryan Gibson",53704,43.122675,-89.366121
"469","2020-08-16","Sunday","Non-Residential Burglary","2020-303323","23:15","201 Juction Rd (Target Store)","Sgt. Ryan Gibson",53717,43.0631218,-89.5244275
"470","2020-08-15","Saturday","Residential Burglary","2020-301006","08:00","Shoreham Dr.","PIO Joel Despain",53711,43.0439812,-89.4908741
"471","2020-08-14","Friday","Disturbance","2020-300409","20:18","500 block State Street","PIO Joel Despain",53703,43.074861,-89.3934697
"472","2020-08-14","Friday","Exposure","2020-300326","19:31","4302 Milwaukee St. (Hiestand Park)","PIO Joel Despain",53714,43.102052,-89.308197
"473","2020-08-14","Friday","Weapons Violation","2020-300334","19:35","E Washington Ave / N Marquette","Lt. Kipp Hartman",53704,43.104321,-89.3420316
"474","2020-08-14","Friday","Weapons Violation","2020-300534","21:55","500 block of State St","Lt. Kipp Hartman",53703,43.074861,-89.3934697
"475","2020-08-14","Friday","Weapons Violation","2020-299357","07:00","1200 Applegate Rd. (Bergstrom Cadillac)","PIO Joel Despain",53713,43.0336591,-89.4036529
"476","2020-08-14","Friday","Weapons Violation","2020-299357","07:00","1200 Applegate Rd. (Bergstrom Cadillac)","PIO Joel Despain",53713,43.0336591,-89.4036529
"477","2020-08-13","Thursday","Attempted Homicide","2020-297704","04:51","3600 block Kipling Dr.","PIO Joel Despain",53704,43.1328864,-89.3566392
"478","2020-08-13","Thursday","Weapons Violation","2020-298954","21:25","4100 block of Commercial Ave","Lt. Kipp Hartman",53714,43.1083831,-89.3146562
"479","2020-08-13","Thursday","Traffic Incident","2020-298606","16:56","E Johnson/Sixth St","Sgt. Michael Goodchild",53704,43.1004796,-89.3540115
"480","2020-08-13","Thursday","Weapons Violation","2020-297637","02:03","2400 block Brentwook Parkway","PIO Joel Despain",53704,43.1244747,-89.367565
"481","2020-08-12","Wednesday","Theft","2020-297165","18:22","135 East Towne Way (JCPenney)","PIO Joel Despain",53704,43.1267653,-89.3049447
"482","2020-08-12","Wednesday","Non-Residential Burglary","2020-297544","23:48","7202 Watts Rd. (Walmart)","PIO Joel Despain",53719,43.052136,-89.5093048
"483","2020-08-12","Wednesday","Weapons Violation","2020-296218","03:36","W. Beltline Highway (near Seminole Highway)","PIO Joel Despain",NA,43.0428229,-89.4657145
"484","2020-08-11","Tuesday","Murder/Homicide","2020-295162","11:45","E. Washington Ave. (near Lexington Ave.)","PIO Joel Despain",NA,43.1096584,-89.3353739
"485","2020-08-11","Tuesday","Battery","2020-295907","21:15","300 block State Street","PIO Joel Despain",53703,43.0747707,-89.3899741
"486","2020-08-11","Tuesday","Traffic Incident","2020-295817","19:54","West Beltline Highway (near Whitney Way)","PIO Joel Despain",NA,43.0428229,-89.4657145
"487","2020-08-11","Tuesday","Traffic Incident","2020-294975","09:42","Mineral Point Rd. (at Glenway St.)","PIO Joel Despain",NA,43.0606348,-89.5028521
"488","2020-08-11","Tuesday","Weapons Violation","2020-294886","08:24","Milwaukee St. (at N. Stoughton Rd.)","PIO Joel Despain",NA,43.0988773,-89.3015781
"489","2020-08-11","Tuesday","Weapons Violation","2020-294886","08:24","Milwaukee St. (at N. Stoughton Rd.)","PIO Joel Despain",NA,43.0988773,-89.3015781
"490","2020-08-11","Tuesday","Non-Residential Burglary","2020-294740","04:45","4275 Lien Rd. (Bed Bath and Beyond)","PIO Joel Despain",53704,43.1189494,-89.3083866
"491","2020-08-10","Monday","Intoxicated/Impaired Driver","2020-294169","17:48","S. Stoughton Rd. (at Buckeye Rd.)","PIO Joel Despain",NA,43.0732379,-89.3105106
"492","2020-08-10","Monday","Fraud","2020-294259","19:01","Sherman Ave.","PIO Joel Despain",NA,43.0948351,-89.3697077
"493","2020-08-09","Sunday","Weapons Violation","2020-00292879","18:00","10 Block of N. Thompson Dr.","Sgt. Chad Crose",53714,43.0991251,-89.2887193
"494","2020-08-09","Sunday","Weapons Violation","2020-00292872","17:55","Parkwood Ln. @ N. Walbridge Ave.","Sgt. Chad Crose",53714,43.1033251,-89.3107313
"495","2020-08-08","Saturday","Residential Burglary","2020-291070","07:00","Gilbert Rd.","PIO Joel Despain",53711,43.0373169,-89.4734347
"496","2020-08-08","Saturday","Non-Residential Burglary","2020-291977","23:31","2101 S. Stoughton Rd. (Jensen Equipment)","PIO Joel Despain",53716,43.0681593,-89.3083183
"497","2020-08-08","Saturday","Intoxicated/Impaired Driver","2020-290655","01:20","1600 block McKenna Blvd.","PIO Joel Despain",53711,43.0359715,-89.4971084
"498","2020-08-08","Saturday","Weapons Violation","2020-291236","14:30","E. Washington Ave. @ First St","Sgt. Chad Crose",53704,43.0922627,-89.3594667
"499","2020-08-07","Friday","Residential Burglary","2020-289405","09:30","Glacier Hill Drive","PIO Joel Despain",53704,43.1169604,-89.289595
"500","2020-08-07","Friday","Weapons Violation","2020-290481","22:45","400 block W. Gilman St.","PIO Joel Despain",53703,43.0746101,-89.3938659
"501","2020-08-07","Friday","Weapons Violation","2020-290196","19:35","Milwaukee Street/N. Stoughton Rd","Sgt. Blake Hoefs",53704,43.120137,-89.324279
"502","2020-08-06","Thursday","Traffic Incident","2020-288716","19:09","E. Washington Ave. (at Oak Street)","PIO Joel Despain",NA,43.1096584,-89.3353739
"503","2020-08-06","Thursday","Weapons Violation","2020-288763","19:41","Center St. (at Third Ave.)","PIO Joel Despain",53713,43.0444066,-89.3915866
"504","2020-08-06","Thursday","Battery","2020-287672","01:37","100 block W. Main St.","PIO Joel Despain",53703,43.0728889,-89.3842354
"505","2020-08-05","Wednesday","Traffic Incident","2020-286919","14:13","E. Washington Ave. (at Schmedeman Ave.)","PIO Joel Despain",NA,43.1096584,-89.3353739
"506","2020-08-05","Wednesday","Disturbance","2020-287429","21:04","McKenna Blvd.","PIO Joel Despain",NA,43.031598,-89.4970348
"507","2020-08-05","Wednesday","Residential Burglary","2020-287201","15:29","Milwaukee St.","PIO Joel Despain",NA,43.0988773,-89.3015781
"508","2020-08-05","Wednesday","Weapons Violation","2020-287591","23:32","Park Heights Ct","Lt. Kipp Hartman",53711,43.0364886,-89.4965064
"509","2020-08-05","Wednesday","Weapons Violation","2020-287591","23:32","Park Heights Ct","Lt. Kipp Hartman",53711,43.0364886,-89.4965064
"510","2020-08-04","Tuesday","Residential Burglary","2020-285822","17:41","300 block East Bluff","PIO Joel Despain",53704,43.1321587,-89.3637209
"511","2020-08-04","Tuesday","Weapons Violation","2020-286063","21:07","333 S Rosa Rd (Garner Park)","Lt. Kipp Hartman",53705,43.0624227,-89.4763313
"512","2020-08-04","Tuesday","Weapons Violation","2020-286203","23:15","Lake St and Langdon St","Lt. Kipp Hartman",53706,43.0758125,-89.3973333
"513","2020-08-04","Tuesday","Robbery","2020-284885","00:17","3000 block Todd Dr.","PIO Joel Despain",53713,43.0313531,-89.4238463
"514","2020-08-03","Monday","Weapons Violation","2020-283471","12:12","90 Owen Parkway (Hoyt Park)","PIO Joel Despain",53705,43.0667573,-89.4448038
"515","2020-08-03","Monday","Weapons Violation","2020-283535","02:14","3019 E Washington Ave (Mobile Gas Station)","Lt. Kipp Hartman",53704,43.1037753,-89.3419911
"516","2020-08-02","Sunday","Weapons Violation","2020-283361","21:55","1600 block Wheeler Rd","Lt. Kipp Hartman",53704,43.1478178,-89.3653585
